tweet_id,retweets,favorites,followers,friends,source_device
863432100342583297,4731,22005,8989897,16,Twitter for iPhone
863427515083354112,84,2028,8989897,16,Twitter for iPhone
863079547188785154,1001,8133,8989897,16,Twitter for iPhone
863062471531167744,2170,7787,8989897,16,Twitter for iPhone
862831371563274240,4632,17774,8989897,16,Twitter for iPhone
862722525377298433,3212,15853,8989897,16,Twitter for iPhone
862457590147678208,4441,18894,8989897,16,Twitter for iPhone
862096992088072192,20884,68631,8989897,16,Twitter for iPhone
861383897657036800,9689,33449,8989897,16,Twitter for iPhone
861288531465048066,3742,15917,8989897,16,Twitter for iPhone
861005113778896900,3463,15504,8989897,16,Twitter for iPhone
860981674716409858,1935,0,8989897,16,Twitter for iPhone
860924035999428608,707,0,8989897,16,Twitter for iPhone
860563773140209665,1935,6957,8989897,16,Twitter for iPhone
860524505164394496,4798,21987,8989897,16,Twitter for iPhone
860276583193509888,3194,17123,8989897,16,Twitter for iPhone
860184849394610176,5322,15484,8989897,16,Twitter for iPhone
860177593139703809,28017,0,8989897,16,Twitter for iPhone
859924526012018688,3722,18255,8989897,16,Twitter for iPhone
859851578198683649,3204,14404,8989897,16,Twitter for iPhone
859607811541651456,1409,17380,8989897,16,Twitter for iPhone
859196978902773760,27401,83511,8989897,16,Twitter for iPhone
859074603037188101,12451,31472,8989897,16,Twitter for iPhone
858860390427611136,7392,0,8989897,16,Twitter for iPhone
858843525470990336,3164,14581,8989897,16,Twitter for iPhone
858471635011153920,4444,20154,8989897,16,Twitter for iPhone
858107933456039936,2642,14710,8989897,16,Twitter for iPhone
857989990357356544,2364,15008,8989897,16,Twitter for iPhone
857746408056729600,9735,31949,8989897,16,Twitter for iPhone
857393404942143489,1496,5503,8989897,16,Twitter for iPhone
857263160327368704,4140,18820,8989897,16,Twitter for iPhone
857214891891077121,16,210,8989897,16,Twitter for iPhone
857062103051644929,154,0,8989897,16,Twitter for iPhone
857029823797047296,3647,17633,8989897,16,Twitter for iPhone
856543823941562368,2651,15343,8989897,16,Twitter for iPhone
856526610513747968,1729,11157,8989897,16,Twitter for iPhone
856330835276025856,615,0,8989897,16,Twitter for iPhone
856288084350160898,15,485,8989897,16,Twitter for iPhone
856282028240666624,5793,26046,8989897,16,Twitter for iPhone
855862651834028034,22,313,8989897,16,Twitter for iPhone
855860136149123072,894,4596,8989897,16,Twitter for iPhone
855857698524602368,1942,11187,8989897,16,Twitter for iPhone
855851453814013952,16720,43202,8989897,16,Twitter for iPhone
855818117272018944,5008,25083,8989897,16,Twitter for iPhone
855459453768019968,7595,28024,8989897,16,Twitter for iPhone
855245323840757760,5502,0,8989897,16,Twitter for iPhone
855138241867124737,39,0,8989897,16,Twitter for iPhone
854732716440526848,5611,21428,8989897,16,Twitter for iPhone
854482394044301312,6306,27518,8989897,16,Twitter for iPhone
854365224396361728,4343,17808,8989897,16,Twitter for iPhone
854120357044912130,6923,30200,8989897,16,Twitter for iPhone
854010172552949760,2920,15347,8989897,16,Twitter for iPhone
853760880890318849,5352,27005,8989897,16,Twitter for iPhone
853639147608842240,9292,32731,8989897,16,Twitter for iPhone
853299958564483072,3302,14654,8989897,16,Twitter for iPhone
852936405516943360,1853,0,8989897,16,Twitter for iPhone
852912242202992640,1677,8516,8989897,16,Twitter for iPhone
852672615818899456,2012,14144,8989897,16,Twitter for iPhone
852553447878664193,3248,15416,8989897,16,Twitter for iPhone
852311364735569921,9265,31409,8989897,16,Twitter for iPhone
852226086759018497,6367,18952,8989897,16,Twitter Web Client
852189679701164033,1481,10902,8989897,16,Twitter for iPhone
851861385021730816,19,0,8989897,16,Twitter for iPhone
851591660324737024,3251,15476,8989897,16,Twitter for iPhone
851464819735769094,6599,23059,8989897,16,Twitter for iPhone
851224888060895234,5391,19690,8989897,16,Twitter for iPhone
850753642995093505,8477,29217,8989897,16,Twitter for iPhone
850380195714523136,2435,12486,8989897,16,Twitter for iPhone
850333567704068097,308,3293,8989897,16,Twitter for iPhone
850145622816686080,3541,15536,8989897,16,Twitter for iPhone
850019790995546112,4566,19449,8989897,16,Twitter for iPhone
849776966551130114,7123,28955,8989897,16,Twitter for iPhone
849668094696017920,4652,0,8989897,16,Twitter for iPhone
849412302885593088,2956,15162,8989897,16,Twitter for iPhone
849336543269576704,1771,10901,8989897,16,Twitter for iPhone
849051919805034497,7954,40412,8989897,16,Twitter for iPhone
848690551926992896,4076,24084,8989897,16,Twitter for iPhone
848324959059550208,4349,23636,8989897,16,Twitter for iPhone
848213670039564288,675,7811,8989897,16,Twitter for iPhone
848212111729840128,2838,15596,8989897,16,Twitter for iPhone
847978865427394560,3065,0,8989897,16,Twitter for iPhone
847971574464610304,416,0,8989897,16,Twitter for iPhone
847962785489326080,4790,22500,8989897,16,Twitter for iPhone
847842811428974592,1239,5182,8989897,16,Twitter for iPhone
847617282490613760,388,6681,8989897,16,Twitter for iPhone
847606175596138505,3231,17963,8989897,16,Twitter for iPhone
847251039262605312,4086,19639,8989897,16,Twitter for iPhone
847157206088847362,5501,19003,8989897,16,Twitter for iPhone
847116187444137987,3003,20567,8989897,16,Twitter for iPhone
846874817362120707,3704,19250,8989897,16,Twitter for iPhone
846514051647705089,10882,42681,8989897,16,Twitter for iPhone
846505985330044928,2900,13536,8989897,16,Twitter for iPhone
846153765933735936,8527,30236,8989897,16,Twitter for iPhone
846139713627017216,9553,29778,8989897,16,Twitter for iPhone
846042936437604353,2703,15328,8989897,16,Twitter for iPhone
845812042753855489,8215,28016,8989897,16,Twitter for iPhone
845677943972139009,4557,24203,8989897,16,Twitter for iPhone
845397057150107648,1684,7321,8989897,16,Twitter for iPhone
845306882940190720,5082,22392,8989897,16,Twitter for iPhone
845098359547420673,7232,0,8989897,16,Twitter for iPhone
844979544864018432,2410,13105,8989897,16,Twitter for iPhone
844973813909606400,2992,14430,8989897,16,Twitter for iPhone
844580511645339650,2941,15810,8989897,16,Twitter for iPhone
844223788422217728,2070,13143,8989897,16,Twitter for iPhone
843981021012017153,2804,14619,8989897,16,Twitter for iPhone
843856843873095681,4367,20670,8989897,16,Twitter for iPhone
843604394117681152,2587,16245,8989897,16,Twitter for iPhone
843235543001513987,5677,20694,8989897,16,Twitter for iPhone
842846295480000512,3450,14729,8989897,16,Twitter for iPhone
842765311967449089,1204,6483,8989897,16,Twitter for iPhone
842535590457499648,3331,17475,8989897,16,Twitter for iPhone
842163532590374912,5502,23538,8989897,16,Twitter for iPhone
842115215311396866,2876,13480,8989898,16,Twitter for iPhone
841833993020538882,14231,0,8989898,16,Twitter for iPhone
841680585030541313,7452,24864,8989898,16,Twitter for iPhone
841439858740625411,3479,12155,8989898,16,Twitter for iPhone
841320156043304961,5251,19104,8989898,16,Twitter for iPhone
841314665196081154,4405,15269,8989898,16,Twitter Web Client
841077006473256960,5060,22051,8989898,16,Twitter for iPhone
840761248237133825,1674,0,8989898,16,Twitter for iPhone
840728873075638272,15253,0,8989898,16,Twitter for iPhone
840698636975636481,2,172,8989898,16,Twitter for iPhone
840696689258311684,923,11861,8989898,16,Twitter for iPhone
840632337062862849,1674,8694,8989898,16,Twitter for iPhone
840370681858686976,4334,15875,8989898,16,Twitter for iPhone
840268004936019968,5458,18579,8989898,16,Twitter for iPhone
839990271299457024,2162,12962,8989898,16,Twitter for iPhone
839549326359670784,7392,26484,8989898,16,Twitter for iPhone
839290600511926273,137,0,8989898,16,Twitter for iPhone
839239871831150596,6210,26173,8989898,16,Twitter for iPhone
838952994649550848,3822,19008,8989898,16,Twitter for iPhone
838921590096166913,1947,10770,8989898,16,Twitter for iPhone
838916489579200512,32,0,8989898,16,Twitter for iPhone
838831947270979586,10510,0,8989898,16,Twitter for iPhone
838561493054533637,1269,10609,8989898,16,Twitter for iPhone
838476387338051585,4533,21731,8989898,16,Twitter for iPhone
838201503651401729,9589,0,8989898,16,Twitter for iPhone
838150277551247360,318,1609,8989898,16,Twitter for iPhone
838085839343206401,1,135,8989898,16,Twitter for iPhone
838083903487373313,2969,17066,8989898,16,Twitter for iPhone
837820167694528512,7492,32969,8989898,16,Twitter for iPhone
837482249356513284,424,3738,8989898,16,Twitter for iPhone
837471256429613056,2157,12393,8989898,16,Twitter for iPhone
837110210464448512,2259,15551,8989898,16,Twitter for iPhone
836989968035819520,2198,12359,8989898,16,Twitter for iPhone
836753516572119041,4438,18762,8989898,16,Twitter for iPhone
836677758902222849,2121,12238,8989898,16,Twitter for iPhone
836648853927522308,531,0,8989898,16,Twitter for iPhone
836397794269200385,26305,0,8989898,16,Twitter for iPhone
836380477523124226,2869,14340,8989898,16,Twitter for iPhone
836260088725786625,4134,20671,8989898,16,Twitter for iPhone
836001077879255040,4085,18474,8989898,16,Twitter for iPhone
835685285446955009,7792,0,8989898,16,Twitter for iPhone
835574547218894849,3455,17262,8989898,16,Twitter for iPhone
835536468978302976,1613,0,8989898,16,Twitter for iPhone
835309094223372289,20042,0,8989898,16,Twitter for iPhone
835297930240217089,2856,15979,8989898,16,Twitter for iPhone
835264098648616962,1613,7487,8989898,16,Twitter for iPhone
835246439529840640,68,2047,8989898,16,Twitter for iPhone
835172783151792128,5518,25397,8989898,16,Twitter for iPhone
835152434251116546,2875,21719,8989898,16,Twitter for iPhone
834931633769889797,1555,10464,8989898,16,Twitter for iPhone
834786237630337024,5303,20833,8989898,16,Twitter for iPhone
834574053763584002,2412,13246,8989898,16,Twitter for iPhone
834477809192075265,10201,0,8989898,16,Twitter for iPhone
834458053273591808,1605,9338,8989898,16,Twitter for iPhone
834209720923721728,4542,19955,8989898,16,Twitter for iPhone
834167344700198914,3524,15381,8989898,16,Twitter for iPhone
834089966724603904,2049,9748,8989898,16,Twitter for iPhone
834086379323871233,2117,12687,8989898,16,Twitter for iPhone
833863086058651648,2308,13058,8989898,16,Twitter for iPhone
833826103416520705,3609,17621,8989898,16,Twitter for iPhone
833732339549220864,212,0,8989898,16,Twitter for iPhone
833722901757046785,3112,20298,8989898,16,Twitter for iPhone
833479644947025920,1957,14463,8989898,16,Twitter for iPhone
833124694597443584,4652,19652,8989898,16,Twitter for iPhone
832998151111966721,2112,12877,8989898,16,Twitter for iPhone
832769181346996225,38,0,8989898,16,Twitter for iPhone
832757312314028032,3479,16396,8989898,16,Twitter for iPhone
832682457690300417,2804,11537,8989898,16,Twitter for iPhone
832645525019123713,512,2847,8989897,16,Twitter Web Client
832636094638288896,2674,15438,8989897,16,Twitter for iPhone
832397543355072512,2125,11639,8989897,16,Twitter for iPhone
832369877331693569,3065,16691,8989897,16,Twitter for iPhone
832273440279240704,2242,11040,8989897,16,Twitter for iPhone
832215909146226688,5985,0,8989897,16,Twitter for iPhone
832215726631055365,8959,0,8989897,16,Twitter for iPhone
832088576586297345,2,61,8989897,16,Twitter for iPhone
832040443403784192,9219,0,8989897,16,Twitter for iPhone
832032802820481025,4487,17367,8989897,16,Twitter for iPhone
831939777352105988,5901,23320,8989897,16,Twitter for iPhone
831926988323639298,34,325,8989897,16,Twitter for iPhone
831911600680497154,6253,26802,8989897,16,Twitter for iPhone
831670449226514432,1745,10152,8989897,16,Twitter for iPhone
831650051525054464,1853,6928,8989897,16,Twitter for iPhone
831552930092285952,2248,8735,8989897,16,Twitter for iPhone
831322785565769729,1494,9037,8989897,16,Twitter for iPhone
831315979191906304,1078,6361,8989897,16,Twitter Web Client
831309418084069378,2377,11452,8989897,16,Twitter for iPhone
831262627380748289,1974,11573,8989897,16,Twitter for iPhone
830956169170665475,1433,7765,8989897,16,Twitter for iPhone
830583320585068544,16104,64914,8989897,16,Twitter for iPhone
830173239259324417,5461,0,8989897,16,Twitter for iPhone
830097400375152640,2823,9503,8989897,16,Twitter for iPhone
829878982036299777,4811,0,8989898,16,Twitter for iPhone
829861396166877184,1867,11935,8989898,16,Twitter for iPhone
829501995190984704,10201,30897,8989898,16,Twitter for iPhone
829449946868879360,1937,10198,8989898,16,Twitter for iPhone
829141528400556032,7072,23720,8989898,16,Twitter for iPhone
829011960981237760,15796,51961,8989898,16,Twitter for iPhone
828801551087042563,3301,0,8989898,16,Twitter for iPhone
828770345708580865,5643,24916,8989898,16,Twitter for iPhone
828708714936930305,10798,35543,8989898,16,Twitter for iPhone
828650029636317184,1292,9278,8989898,16,Twitter for iPhone
828409743546925057,1116,6200,8989898,16,Twitter for iPhone
828408677031882754,1242,7501,8989898,16,Twitter for iPhone
828381636999917570,2147,12281,8989898,16,Twitter for iPhone
828376505180889089,1032,7206,8989898,16,Twitter for iPhone
828372645993398273,2828,12272,8989898,16,Twitter for iPhone
828361771580813312,172,2130,8989898,16,Twitter Web Client
828046555563323392,2759,11441,8989898,16,Twitter for iPhone
828011680017821696,2085,10099,8989898,16,Twitter for iPhone
827933404142436356,5067,19551,8989898,16,Twitter for iPhone
827653905312006145,2917,15112,8989898,16,Twitter for iPhone
827600520311402496,906,7286,8989898,16,Twitter for iPhone
827324948884643840,2923,15439,8989898,16,Twitter for iPhone
827199976799354881,2147,10312,8989898,16,Twitter for iPhone
826958653328592898,4811,21028,8989898,16,Twitter for iPhone
826848821049180160,9788,35292,8989898,16,Twitter for iPhone
826615380357632002,3846,0,8989898,16,Twitter for iPhone
826598799820865537,241,5005,8989898,16,Twitter for iPhone
826598365270007810,2270,9759,8989898,16,Twitter for iPhone
826476773533745153,4050,17951,8989898,16,Twitter for iPhone
826240494070030336,2522,12951,8989898,16,Twitter for iPhone
826204788643753985,884,4757,8989898,16,Twitter for iPhone
826115272272650244,3000,15265,8989898,16,Twitter for iPhone
825876512159186944,1794,10234,8989898,16,Twitter for iPhone
825829644528148480,2422,12448,8989898,16,Twitter for iPhone
825535076884762624,17016,55704,8989898,16,Twitter for iPhone
825147591692263424,4381,17843,8989898,16,Twitter for iPhone
825120256414846976,1208,0,8989898,16,Twitter for iPhone
825026590719483904,1208,6120,8989898,16,Twitter for iPhone
824796380199809024,5337,0,8989898,16,Twitter for iPhone
824775126675836928,3388,14564,8989898,16,Twitter for iPhone
824663926340194305,1707,10279,8989898,16,Twitter for iPhone
824325613288833024,10265,11547,8989898,16,Twitter for iPhone
824297048279236611,3726,14701,8989898,16,Twitter for iPhone
824025158776213504,581,4722,8989898,16,Twitter for iPhone
823939628516474880,2632,10401,8989898,16,Twitter for iPhone
823719002937630720,10811,0,8989898,16,Twitter for iPhone
823699002998870016,2435,13655,8989898,16,Twitter for iPhone
823581115634085888,2536,12719,8989898,16,Twitter for iPhone
823333489516937216,22,688,8989898,16,Twitter for iPhone
823322678127919110,3880,15368,8989898,16,Twitter for iPhone
823269594223824897,9590,0,8989898,16,Twitter for iPhone
822975315408461824,3339,16943,8989898,16,Twitter for iPhone
822872901745569793,41785,128538,8989898,16,Twitter for iPhone
822859134160621569,2197,12929,8989898,16,Twitter for iPhone
822647212903690241,6194,0,8989898,16,Twitter for iPhone
822610361945911296,2843,14477,8989898,16,Twitter for iPhone
822489057087389700,6194,17725,8989898,16,Twitter for iPhone
822462944365645825,13795,27279,8989898,16,Twitter for iPhone
822244816520155136,9590,34209,8989898,16,Twitter for iPhone
822163064745328640,4590,0,8989898,16,Twitter for iPhone
821886076407029760,2237,11062,8989898,16,Twitter for iPhone
821813639212650496,3266,0,8989898,16,Twitter for iPhone
821765923262631936,1614,8203,8989898,16,Twitter for iPhone
821522889702862852,1696,7858,8989898,16,Twitter for iPhone
821421320206483457,5391,0,8989898,16,Twitter for iPhone
821407182352777218,4181,11487,8989898,16,Twitter for iPhone
821153421864615936,10,247,8989898,16,Twitter for iPhone
821149554670182400,1892,8423,8989898,16,Twitter for iPhone
821107785811234820,2064,9389,8989898,16,Twitter for iPhone
821044531881721856,2209,12391,8989898,16,Twitter for iPhone
820837357901512704,6506,0,8989898,16,Twitter for iPhone
820749716845686786,9589,30880,8989898,16,Twitter for iPhone
820690176645140481,3136,11980,8989898,16,Twitter for iPhone
820494788566847489,547,0,8989898,16,Twitter for iPhone
820446719150292993,2486,0,8989898,16,Twitter for iPhone
820314633777061888,547,3280,8989898,16,Twitter for iPhone
820078625395449857,6104,19376,8989898,16,Twitter for iPhone
820013781606658049,1136,0,8989898,16,Twitter for iPhone
819952236453363712,1136,5207,8989898,16,Twitter for iPhone
819924195358416896,4738,12663,8989898,16,Twitter for iPhone
819711362133872643,3021,13094,8989898,16,Twitter for iPhone
819588359383371776,1939,9459,8989898,16,Twitter for iPhone
819347104292290561,1172,7076,8989898,16,Twitter for iPhone
819238181065359361,397,2207,8990283,16,Twitter Web Client
819227688460238848,6506,22561,8989898,16,Twitter for iPhone
819015337530290176,36007,0,8989898,16,Twitter for iPhone
819015331746349057,18538,0,8989898,16,Twitter for iPhone
819006400881917954,18538,44476,8989898,16,Twitter for iPhone
819004803107983360,36007,85381,8989898,16,Twitter for iPhone
818646164899774465,20331,0,8989898,16,Twitter for iPhone
818627210458333184,7343,21954,8989898,16,Twitter for iPhone
818614493328580609,2454,9631,8989898,16,Twitter for iPhone
818588835076603904,5946,0,8989898,16,Twitter for iPhone
818536468981415936,2379,10633,8989898,16,Twitter for iPhone
818307523543449600,7826,0,8989898,16,Twitter for iPhone
818259473185828864,2188,10781,8989898,16,Twitter for iPhone
818145370475810820,2478,12028,8989898,16,Twitter for iPhone
817908911860748288,773,4759,8989898,16,Twitter for iPhone
817827839487737858,26305,50494,8989898,16,Twitter for iPhone
817777686764523521,2605,10540,8989898,16,Twitter for iPhone
817536400337801217,2861,11538,8989898,16,Twitter for iPhone
817502432452313088,3295,0,8989898,16,Twitter for iPhone
817423860136083457,14231,33072,8989898,16,Twitter for iPhone
817415592588222464,925,5484,8989898,16,Twitter for iPhone
817181837579653120,8200,0,8989898,16,Twitter for iPhone
817171292965273600,1966,8597,8989898,16,Twitter for iPhone
817120970343411712,2522,11968,8989898,16,Twitter for iPhone
817056546584727552,1594,8420,8989898,16,Twitter for iPhone
816829038950027264,4580,0,8989898,16,Twitter for iPhone
816816676327063552,1970,9800,8989898,16,Twitter for iPhone
816697700272001025,2134,9587,8989898,16,Twitter for iPhone
816450570814898180,7826,29774,8989898,16,Twitter for iPhone
816336735214911488,1893,8432,8989898,16,Twitter for iPhone
816091915477250048,2072,8763,8989898,16,Twitter for iPhone
816062466425819140,985,0,8989898,16,Twitter for iPhone
816014286006976512,5107,0,8989898,16,Twitter for iPhone
815990720817401858,985,4851,8989898,16,Twitter for iPhone
815966073409433600,8200,21930,8989898,16,Twitter for iPhone
815745968457060357,4018,0,8989898,16,Twitter for iPhone
815736392542261248,2210,9661,8989898,16,Twitter for iPhone
815639385530101762,1605,8061,8989898,16,Twitter for iPhone
815390420867969024,3711,10157,8989898,16,Twitter for iPhone
814986499976527872,1242,7515,8989898,16,Twitter for iPhone
814638523311648768,2633,11069,8989898,16,Twitter for iPhone
814578408554463233,5683,0,8989898,16,Twitter for iPhone
814530161257443328,1820,8476,8989898,16,Twitter for iPhone
814153002265309185,8447,28193,8989898,16,Twitter for iPhone
813944609378369540,3104,0,8989898,16,Twitter for iPhone
813910438903693312,1810,9141,8989898,16,Twitter for iPhone
813812741911748608,13610,35810,8989898,16,Twitter for iPhone
813800681631023104,1710,8175,8989898,16,Twitter for iPhone
813217897535406080,7122,18296,8989898,16,Twitter for iPhone
813202720496779264,1773,9072,8989898,16,Twitter for iPhone
813187593374461952,4233,19501,8989898,16,Twitter for iPhone
813172488309972993,1886,9105,8989898,16,Twitter for iPhone
813157409116065792,2144,7620,8989898,16,Twitter for iPhone
813142292504645637,2333,8346,8989898,16,Twitter for iPhone
813130366689148928,434,4414,8989898,16,Twitter for iPhone
813127251579564032,3034,11588,8989898,16,Twitter for iPhone
813112105746448384,2665,10122,8989898,16,Twitter for iPhone
